Category,Title,Price,Stock,URL
Laptops,MSI Thin GF63 12UDX i5 12th Gen RTX 3050 6GB,"Rs. 269,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_thin_gf63_12udx_i5_12th_gen_rtx_3050_6gb_
Laptops,Asus Vivobook X1502ZA i7-16GB-512GB SSD,"Rs. 262,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502za_i7-16gb-512gb_ssd
Laptops,Asus VivoBook X1502ZA i7 12th Gen,"Rs. 208,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502za_i7_12th_gen
Laptops,Asus Vivobook A1502VA i5 13th Gen (H),"Rs. 182,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_a1502va_i5_13th_gen_h
Laptops,Asus Vivobook X1504VA i7 13th Gen,"Rs. 214,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1504va_i7_13th_gen
Laptops,Lenovo V15 G3 i5 12th,"Rs. 164,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g3_i5_12th
Laptops,MSI Thin 15 B12UC i5 12th Gen,"Rs. 234,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_thin_15_b12uc_i5_12th_gen
Laptops,MSI Modern 15 F13MG i3 13th Gen,"Rs. 152,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_modern_15_f13mg_i3_13th_gen
Laptops,ASUS ROG Strix G16 G614JV I7 13th Gen RTX 4060 8GB,"Rs. 445,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_rog_strix_g16_g614jv_i7_13th_gen_rtx_4060_8gb
Laptops,HP 15s-fq5004nia i3-8GB-256GB SSD,"Rs. 125,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5004nia_i3-8gb-256gb_ssd
Laptops,MSI CYBORG 15 A13VE I7 13th Gen | RTX 4050 6GB,"Rs. 332,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a13ve_i7_13th_gen_|_rtx_4050_6gb
Laptops,Asus Vivobook X1502VA i5 13th Gen (H),"Rs. 189,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502va_i5_13th_gen_h
Laptops,Asus Vivobook F1504VA Core 5,"Rs. 194,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_f1504va_core_5
Laptops,MSI Thin GF63 12UCX i5 12th Gen RTX 2050,"Rs. 214,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_thin_gf63_12ucx_i5_12th_gen_rtx_2050
Laptops,MSI Modern 15 F13MG i5 13th Gen,"Rs. 184,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_modern_15_f13mg_i5_13th_gen
Laptops,Lenovo V15 G3 i5 12th Gen,"Rs. 189,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g3_i5_12th_gen
Laptops,MSI Modern 15 B7M AMD Ryzen™ 7 7730U,"Rs. 169,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_modern_15_b7m_amd_ryzen�_7_7730u
Laptops,Asus Vivobook X1504ZA i7 12th Gen,"Rs. 199,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1504za_i7_12th_gen
Laptops,Asus Vivobook X1504ZA i5 12th Gen,"Rs. 174,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1504za_i5_12th_gen
Laptops,Dell Latitude E5400 i5-16GB-512GB SSD,"Rs. 89,900.00",In Stock,https://www.tulipcom.lk/product/d/dell_latitude_e5400_i5-16gb-512gb_ssd
Laptops,MSI Thin GF63 12UCX i5 12th Gen RTX 2050 4GB,"Rs. 269,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_thin_gf63_12ucx_i5_12th_gen_rtx_2050_4gb_
Laptops,HP Victus 15 fa2013dx Gaming I5 13th Gen,"Rs. 249,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15_fa2013dx_gaming_i5_13th_gen
Laptops,Used Lenovo T490 i5 8th Gen Silver,"Rs. 79,900.00",In Stock,https://www.tulipcom.lk/product/d/used_lenovo_t490_i5_8th_gen_silver
Laptops,Used Lenovo T490 i7 8th Gen,"Rs. 108,900.00",In Stock,https://www.tulipcom.lk/product/d/used_lenovo_t490_i7_8th_gen
Laptops,HP 15S-FQ5020NE i5 12th Gen,"Rs. 199,000.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5020ne_i5_12th_gen
Laptops,Asus VivoBook X1502ZA i3 12th Gen,"Rs. 139,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502za_i3_12th_gen
Laptops,Used Lenovo T480/T490 i5 8th Gen,"Rs. 89,900.00",In Stock,https://www.tulipcom.lk/product/d/used_lenovo_t480t490_i5_8th_gen
Laptops,HP 15-dw3033dx i3-8GB-256GB SSD,"Rs. 190,000.00",In Stock,https://www.tulipcom.lk/product/d/hp_15-dw3033dx_i3-8gb-256gb_ssd
Laptops,HP Victus 15-FA1093DX Gaming I5-8GB-512GB SSD,"Rs. 304,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15-fa1093dx_gaming_i5-8gb-512gb_ssd
Laptops,MSI CYBORG 15 A12UDX i7 12th Gen | RTX 3050 6GB,"Rs. 353,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a12udx_i7_12th_gen_|_rtx_3050_6gb
Laptops,Asus ExpertBook B1502CBA i3 12th Gen,"Rs. 132,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_expertbook_b1502cba_i3_12th_gen
Laptops,HP 15s-FQ5028NQ i5-8GB-512GB SSD,"Rs. 209,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5028nq_i5-8gb-512gb_ssd
Laptops,MSI CYBORG 15 A12VE i5 12th Gen | RTX 4050 6GB,"Rs. 361,500.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a12ve_i5_12th_gen_|_rtx_4050_6gb
Laptops,Asus Vivobook X1504VA i5 13th Gen,"Rs. 166,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1504va_i5_13th_gen
Laptops,Asus Vivobook X1605VA i5 13th Gen,"Rs. 211,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1605va_i5_13th_gen
Laptops,ASUS TUF GAMING F15 FX507ZC4 I5-16GB-512GB-RTX3050,"Rs. 269,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_tuf_gaming_f15_fx507zc4_i5-16gb-512gb-rtx3050
Laptops,Acer Nitro V 15 ANV15 i5 13th Gen RTX 2050 4GB,"Rs. 224,900.00",In Stock,https://www.tulipcom.lk/product/d/acer_nitro_v_15_anv15_i5_13th_gen_rtx_2050_4gb
Laptops,Used Lenovo L13 Yoga Gen 1 i5 10th Gen,"Rs. 109,900.00",In Stock,https://www.tulipcom.lk/product/d/used_lenovo_l13_yoga_gen_1_i5_10th_gen
Laptops,HP 15s-fq5013nia i5-8GB-512GB SSD,"Rs. 209,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5013nia_i5-8gb-512gb_ssd
Laptops,Lenovo V15 G4 i5 13th Gen (H),"Rs. 169,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g4_i5_13th_gen_h
Laptops,Asus Vivobook X1502Z i5 12th Gen,"Rs. 174,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502z_i5_12th_gen
Laptops,Acer Nitro V 15 ANV15 i7 13th Gen RTX 3050 6GB,"Rs. 299,900.00",In Stock,https://www.tulipcom.lk/product/d/acer_nitro_v_15_anv15_i7_13th_gen_rtx_3050_6gb
Laptops,Lenovo IdeaPad Slim 3 i5 12th Gen (H),"Rs. 164,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_ideapad_slim_3_i5_12th_gen_h
Laptops,Used HP Elitebook 840 G5 i7 8th Gen,"Rs. 109,900.00",In Stock,https://www.tulipcom.lk/product/d/used_hp_elitebook_840_g5_i7_8th_gen
Laptops,HP Victus 15-FA0031DX Gaming i5-8GB-512GB SSD,"Rs. 274,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15-fa0031dx_gaming_i5-8gb-512gb_ssd
Laptops,HP 15s-fq5000nia i3 12th Gen,"Rs. 129,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5000nia_i3_12th_gen
Laptops,Asus ExpertBook B1502CB i5 12th Gen,"Rs. 172,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_expertbook_b1502cb_i5_12th_gen
Laptops,Used Dell Latitude 7420 i5 11th Gen,"Rs. 114,900.00",In Stock,https://www.tulipcom.lk/product/d/used_dell_latitude_7420_i5_11th_gen
Laptops,HP Victus 15-FA0025NR Gaming I5-8GB-512GB SSD,"Rs. 299,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15-fa0025nr_gaming_i5-8gb-512gb_ssd
Laptops,Asus Vivobook A1504VA i5 13th Gen,"Rs. 199,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_a1504va_i5_13th_gen
Laptops,Asus VivoBook X1502VA i7 13th Gen (H),"Rs. 284,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502va_i7_13th_gen_h
Laptops,HP Victus 15 FA0033DX Gaming I5 12th Gen,"Rs. 234,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15_fa0033dx_gaming_i5_12th_gen
Laptops,Asus Vivobook A1504ZA i7 12th Gen,"Rs. 254,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_a1504za_i7_12th_gen
Laptops,MSI CYBORG 15 A13UDX i5 13th Gen RTX 3050 6GB,"Rs. 254,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a13udx_i5_13th_gen_rtx_3050_6gb
Laptops,MSI KATANA 15 B13VEK I7 13th Gen RTX 4050 6GB,"Rs. 328,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_katana_15_b13vek_i7_13th_gen_rtx_4050_6gb
Laptops,Asus Vivobook F1502ZA i5 12th Gen (H),"Rs. 179,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_f1502za_i5_12th_gen_h
Laptops,Asus Vivobook X1502ZA i5 12th Gen,"Rs. 194,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1502za_i5_12th_gen
Laptops,Lenovo LOQ Gaming i5 12th Gen RTX 2050 4GB,"Rs. 234,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_loq_gaming_i5_12th_gen_rtx_2050_4gb
Laptops,MSI CYBORG 15 A13UCX i7 13th Gen RTX 3050 6GB,"Rs. 318,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a13ucx_i7_13th_gen_rtx_3050_6gb
Laptops,ASUS TUF GAMING F15 FX506HF i5 11th Gen RTX 2050,"Rs. 254,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_tuf_gaming_f15_fx506hf_i5_11th_gen_rtx_2050
Laptops,HP 250 G10 i5 13th Gen,"Rs. 175,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_250_g10_i5_13th_gen
Laptops,MSI Modern 15 B12M i5 12th Gen,"Rs. 154,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_modern_15_b12m_i5_12th_gen
Laptops,Asus Vivobook X1504ZA i3-12GB-256GB SSD,"Rs. 142,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1504za_i3-12gb-256gb_ssd
Laptops,Lenovo IdeaPad Slim 3 i7 13th Gen (H),"Rs. 199,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_ideapad_slim_3_i7_13th_gen_h
Laptops,Used Lenovo L13 Yoga Gen 2 i5 11th Gen,"Rs. 124,900.00",In Stock,https://www.tulipcom.lk/product/d/used_lenovo_l13_yoga_gen_2_i5_11th_gen
Laptops,Lenovo V15 G3 IAP i5 12th Gen,"Rs. 164,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g3_iap_i5_12th_gen
Laptops,MSI CYBORG 15 A13VF I7 13th Gen  RTX 4060 8GB,"Rs. 339,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a13vf_i7_13th_gen__rtx_4060_8gb
Laptops,HP Victus 15 fb1107nq Gaming AMD Ryzen 5 7535HS,"Rs. 219,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15_fb1107nq_gaming_amd_ryzen_5_7535hs
Laptops,Asus ExpertBook B1 i5 12th Gen,"Rs. 198,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_expertbook_b1_i5_12th_gen
Laptops,HP 15S-FD0020NX i5 13th Gen,"Rs. 196,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fd0020nx_i5_13th_gen
Laptops,ACER Aspire 3 A315 i5 12th Gen MX550 2GB,"Rs. 194,900.00",In Stock,https://www.tulipcom.lk/product/d/acer_aspire_3_a315_i5_12th_gen_mx550_2gb
Laptops,Lenovo IdeaPad 3 i3 12th Gen,"Rs. 122,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_ideapad_3_i3_12th_gen
Laptops,Lenovo V15 G4 i3 13th Gen,"Rs. 139,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g4_i3_13th_gen
Laptops,HP 15s-fq5041nq i3 12th Gen,"Rs. 126,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5041nq_i3_12th_gen
Laptops,Lenovo V15 G4 i5 13th Gen 8GB 512GB,"Rs. 184,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g4_i5_13th_gen_8gb_512gb
Laptops,HP 15s-fq5295nia i5 12th Gen,"Rs. 199,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-fq5295nia_i5_12th_gen
Laptops,Dell Latitude E7480 i5-8GB-256GB SSD,"Rs. 62,900.00",In Stock,https://www.tulipcom.lk/product/d/dell_latitude_e7480_i5-8gb-256gb_ssd
Laptops,Used HP ProBook 445 G8 Ryzen 5 5600U,"Rs. 104,900.00",In Stock,https://www.tulipcom.lk/product/d/used_hp_probook_445_g8_ryzen_5_5600u
Laptops,ThinkBook 16 G6 i7 13th Gen,"Rs. 239,900.00",In Stock,https://www.tulipcom.lk/product/d/thinkbook_16_g6_i7_13th_gen
Laptops,HP 15s-DW4170NIA i5 12th Gen MX550,"Rs. 189,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15s-dw4170nia_i5_12th_gen_mx550
Laptops,HP 15-fd0336nia i3 13th Gen,"Rs. 132,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15-fd0336nia_i3_13th_gen
Laptops,Lenovo LOQ Gaming i5 13th Gen RTX 3050 6GB,"Rs. 259,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_loq_gaming_i5_13th_gen_rtx_3050_6gb
Laptops,Lenovo V15 G3 i3 12th Gen,"Rs. 132,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_v15_g3_i3_12th_gen
Laptops,Lenovo IdeaPad Slim 3 i5 13th Gen,"Rs. 178,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_ideapad_slim_3_i5_13th_gen
Laptops,Lenovo LOQ 15IRX9 Gaming i7 13th Gen RTX 3050 6GB,"Rs. 314,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_loq_15irx9_gaming_i7_13th_gen_rtx_3050_6gb
Laptops,HP 15-fc0029nq AMD Ryzen 3,"Rs. 132,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15-fc0029nq_amd_ryzen_3
Laptops,MSI CYBORG 15 A13UCX i5 13th Gen RTX 2050 4GB,"Rs. 264,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_cyborg_15_a13ucx_i5_13th_gen_rtx_2050_4gb
Laptops,HP 15-fd0044nq i3 13th Gen,"Rs. 136,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15-fd0044nq_i3_13th_gen
Laptops,MSI Modern 15 F1MG Core 7 (Series 1),"Rs. 229,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_modern_15_f1mg_core_7_series_1
Laptops,Lenovo LOQ 15IRX9 Gaming i7 13th Gen RTX 4050 6GB,"Rs. 319,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_loq_15irx9_gaming_i7_13th_gen_rtx_4050_6gb
Laptops,Asus VivoBook A1502VA i7 13th Gen (H),"Rs. 224,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_a1502va_i7_13th_gen_h
Laptops,HP Victus 15 fa2082wm Gaming I5 13th Gen,"Rs. 279,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_victus_15_fa2082wm_gaming_i5_13th_gen
Laptops,HP 15-FD0033NX Core 5 (Series 1),"Rs. 184,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15-fd0033nx_core_5_series_1
Laptops,MSI Thin 15 B13UC i5 13th Gen RTX 3050 4GB,"Rs. 229,900.00",In Stock,https://www.tulipcom.lk/product/d/msi_thin_15_b13uc_i5_13th_gen_rtx_3050_4gb
Laptops,Asus Vivobook R1502VA i5 13th Gen (H),"Rs. 182,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_r1502va_i5_13th_gen_h
Laptops,Lenovo IdeaPad 1i i5 13th Gen,"Rs. 186,900.00",In Stock,https://www.tulipcom.lk/product/d/lenovo_ideapad_1i_i5_13th_gen
Laptops,HP 15-fd1311tu Core Ultra 5 125H (Series 1),"Rs. 194,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_15-fd1311tu_core_ultra_5_125h_series_1
Laptops,Asus Vivobook X1504V Core 5 (Series 1),"Rs. 209,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_x1504v_core_5_series_1
Laptops,Asus Vivobook A1605VA i5 13th Gen (H),"Rs. 252,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_vivobook_a1605va_i5_13th_gen_h
Laptops,HP 250R G10 Core 5 (Series 1),"Rs. 199,900.00",In Stock,https://www.tulipcom.lk/product/d/hp_250r_g10_core_5_series_1
Laptops,Asus ExpertBook B1503CVA Core 5 (Series 1),"Rs. 209,900.00",In Stock,https://www.tulipcom.lk/product/d/asus_expertbook_b1503cva_core_5_series_1
Laptops,Used HP ProBook 450 G3 i5 6th Gen,"Rs. 72,900.00",In Stock,https://www.tulipcom.lk/product/d/used_hp_probook_450_g3_i5_6th_gen
Laptops,Used HP ProBook 450 G3 i5 6th,"Rs. 72,900.00",In Stock,https://www.tulipcom.lk/product/d/used_hp_probook_450_g3_i5_6th
Laptops,Used HP ProBook 650 G4 i5 7th Gen,"Rs. 82,900.00",In Stock,https://www.tulipcom.lk/product/d/used_hp_probook_650_g4_i5_7th_gen
Used Desktop,Samsung Core i3 3rd Generation System,"Rs. 21,900.00",In Stock,https://www.tulipcom.lk/product/d/samsung_core_i3_3rd_generation_system
Used Desktop,Samsung Core i5 3rd Generation System,"Rs. 24,900.00",In Stock,https://www.tulipcom.lk/product/d/samsung_core_i5_3rd_generation_system
Used Desktop,TG Core i5 4th Generation System,"Rs. 29,900.00",In Stock,https://www.tulipcom.lk/product/d/tg_core_i5_4th_generation_system
Used Desktop,Samsung Core i3 4th Generation System,"Rs. 25,900.00",In Stock,https://www.tulipcom.lk/product/d/samsung_core_i3_4th_generation_system
Used Desktop,TG Core i5 6th Generation System,"Rs. 42,900.00",In Stock,https://www.tulipcom.lk/product/d/tg_core_i5_6th_generation_system
Used Desktop,TG Core i3 6th Generation System,"Rs. 33,500.00",In Stock,https://www.tulipcom.lk/product/d/tg_core_i3_6th_generation_system
Used Desktop,Used Core i5 4th Generation System,"Rs. 34,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i5_4th_generation_system
Used Desktop,Used Core i5 6th Gen GTX 1060 3GB System,"Rs. 83,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i5_6th_gen_gtx_1060_3gb_system
Used Desktop,Used Core i5 6th Gen System,"Rs. 57,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i5_6th_gen_system
Used Desktop,Used Core i5 8th Gen System,"Rs. 66,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i5_8th_gen_system
Used Desktop,Used Core i7 4th Gen System,"Rs. 49,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i7_4th_gen_system
Used Desktop,Used Core i7 6th Gen GTX 1060 3GB System,"Rs. 96,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i7_6th_gen_gtx_1060_3gb_system
Used Desktop,TG Core i3 8th Generation System,"Rs. 40,900.00",In Stock,https://www.tulipcom.lk/product/d/tg_core_i3_8th_generation_system
Used Desktop,TG Core i5 8th Generation System,"Rs. 49,900.00",In Stock,https://www.tulipcom.lk/product/d/tg_core_i5_8th_generation_system
Used Desktop,Samsung Core i5 6th Generation System,"Rs. 45,900.00",In Stock,https://www.tulipcom.lk/product/d/samsung_core_i5_6th_generation_system
Used Desktop,Used Core i5 4th Gen GTX 660 2GB System,"Rs. 51,900.00",In Stock,https://www.tulipcom.lk/product/d/used_core_i5_4th_gen_gtx_660_2gb_system
Used Desktop,Samsung Core i5 2nd Generation System,"Rs. 17,900.00",In Stock,https://www.tulipcom.lk/product/d/samsung_core_i5_2nd_generation_system
Used Desktop,RedStone Core i5 4th Generation System,"Rs. 44,900.00",In Stock,https://www.tulipcom.lk/product/d/redstone_core_i5_4th_generation_system
